,Dimension 1,Dimension 2
0,0.21380862658747765,-0.016089086753123174
1,-0.2823193537914346,-0.06113071516466084
2,-0.07229494751774766,0.391987082254371
3,0.21492511945276901,-0.014139806152507066
4,-0.28121804808471895,-0.06090517591085458
5,0.20886041827239907,-0.01365699229399688
6,-0.2819563378058322,-0.05569302186198644
7,-0.2813869085288678,-0.05786967483474604
8,0.20786560497952325,-0.010693346819699003
9,0.21378927109688528,-0.019904882349952323
10,0.20746384281260596,-0.006697828281605587
11,-0.28120049382184703,-0.059485395832389674
12,0.21366320634878788,-0.015721155998849382
13,0.21803350377043684,-0.009020640404461737
14,-0.29054957680947524,-0.059374800197112686
15,-0.06976015899242469,0.3964170780693123
16,0.2239563105635509,-0.016772835070321148
17,-0.2877863097082534,-0.057625974022357265
18,0.207668371420469,-0.018568284710161153
19,-0.2828077794151626,-0.05362657569554898
20,-0.2759340887257513,-0.06400241307113838
21,0.20103818070938353,-0.017418407523714555
22,0.22380807255130541,-0.011790407579768044
23,0.19482122920972564,-0.010162979512252604
24,-0.2811311802105402,-0.06032447235810686
25,0.2186434256367361,-0.017729287924368897
26,0.21543609762280558,-0.009180227164115725
27,-0.2892554049296939,-0.057542771018752124
28,-0.07064097504025427,0.39580792507891616
29,0.22367770671768086,-0.013450172884033659
30,-0.28798059487003097,-0.06146962679331505
31,0.20593851725466072,-0.012631592031560923
32,-0.2813835105820319,-0.053656503686077134
33,-0.27425012892503137,-0.06108655800901618
34,0.2029541935308814,-0.01740818193948665
35,0.2230015022582083,-0.021989621887069
36,0.19845656659675615,-0.006789043064810631
37,-0.28344251670819287,-0.06330668136535071
38,0.21748854707424248,-0.017296945235328372
39,0.26452563074553714,0.0030885933512455276
40,-0.34434301208204937,-0.029906325960251928
41,-0.05636571295200985,0.41938823908832273
42,0.2954825688750673,-0.002704827624236517
43,-0.30725043599683094,-0.04300502241279109
44,0.1577708212456619,-0.05801247321562563
45,-0.25901349769532267,-0.1405577660689153
46,-0.21522606526706886,-0.0802444213087068
47,0.09604124757607652,-0.006605004337888255
48,0.2982924803024992,-0.06964151816042147
49,0.05781251981538919,0.07565266395338066
50,-0.2621891826865122,-0.049321443468481746
51,0.27446263811956256,-0.01813069383563024
52,0.21423577744504116,-0.009267653591879707
53,-0.28618240537795575,-0.06066339503947581
54,-0.07167455145349198,0.3918668027483649
55,0.22018473983570175,-0.011472320231861802
56,-0.2848092797103284,-0.056531993359588584
57,0.2060829604140896,-0.012532739352576398
58,-0.2828523786389127,-0.05169299434085201
59,-0.27755927715548184,-0.05889913880320728
60,0.20364660389545827,-0.017784230286935716
61,0.22027110980853987,-0.017401032482446364
62,0.20401393393868783,-0.02182263371408808
63,-0.28165965915209407,-0.06005301661638488
64,0.21630242615074613,-0.013745654929068145
65,0.2599290900385763,-0.007929302333398046
66,-0.3360131658071465,-0.04329511811705924
67,-0.06005119679973422,0.42808898623664376
68,0.3118740573975298,-0.04051758439550739
69,-0.305268821642688,-0.03527357276227449
70,0.16269286643368086,-0.04944419349329015
71,-0.2627723496025229,-0.12572841882441088
72,-0.22006403675595246,-0.06203738476215842
73,0.09484988188499502,-0.013212813774170648
74,0.3154290191487201,0.01073453023596409
75,0.033972699703108615,0.061623484042854025
76,-0.2604216362535217,-0.05966894306125102
77,0.26584359225495513,-0.06333966899194163
78,0.21743313154500324,-0.014872629339744732
79,-0.28784824072593174,-0.05828257660112783
80,-0.07547050792980674,0.3952373979422989
81,0.22174172028030922,-0.018678771009039623
82,-0.28602407677176483,-0.05827377735834303
83,0.2080932890327708,-0.011626634967458718
84,-0.28104889818167433,-0.06596165085782177
85,-0.27777687407612683,-0.05655813145213444
86,0.20249231982063473,-0.009913762101427498
87,0.22008093541853263,-0.024130310658016303
88,0.2002703277219056,-0.0029405659215679635
89,-0.2819615017777881,-0.05875985367996193
90,0.22001837564393656,-0.015238733995655228
91,0.21362857784475037,-0.012747362676818112
92,-0.2860769894415024,-0.05959215123282942
93,-0.07348478966040319,0.39202655525845026
94,0.2180576934750376,-0.013016238999010837
95,-0.2847584370458387,-0.05578912530723653
96,0.20870763334347486,-0.011488157804137408
97,-0.2815203610778215,-0.05350640516181541
98,-0.2769034020003585,-0.06025340546560001
99,0.20466481123185964,-0.016160949956215132
100,0.21841297913609484,-0.015576382530790543
101,0.20567257495133406,-0.018337883969932873
102,-0.28201255890977434,-0.059614300143824926
103,0.21561226815314735,-0.015944192010239062
104,0.21167948404566114,-0.01517019057145971
105,-0.2816623073416673,-0.057991749712372004
106,-0.07251583592212227,0.3901730428057824
107,0.2116348458676266,-0.014748970657967915
108,-0.281523273263256,-0.057807135453717906
109,0.21059350117163458,-0.01317923725342033
110,-0.2813236647724019,-0.05559776857184405
111,-0.2805190678615829,-0.06005799731035388
112,0.21038902461123424,-0.013281413376015143
113,0.21193936973924107,-0.01165318579569185
114,0.21032983914129738,-0.017042823962588834
115,-0.28087309501061714,-0.057947804699913494
116,0.21185117959495248,-0.015694765440437335
117,0.2466855288983772,-0.012640524224002333
118,-0.33074908414888665,-0.06265196899220599
119,-0.0641819920237228,0.4129778625500602
120,0.3209008041066741,0.005098331211530916
121,-0.318165729240173,-0.05485256824620587
122,0.1397931759169265,-0.029446396232063684
123,-0.25536286148113474,-0.12589215909548437
124,-0.20530672065099068,-0.04166906145982275
125,0.08930919931120593,-0.00016708656744965754
126,0.3163579174348563,-0.08584337411624605
127,0.08328236750802422,0.1112069465290767
128,-0.27304904998589496,-0.062258407218919204
129,0.25048644435473855,-0.05386159413826798
130,0.22070522811028537,-0.010955441473671886
131,-0.2886099556637419,-0.059388332881896384
132,-0.07373624272961923,0.3971507135196047
133,0.22675797701252348,-0.01443573101072844
134,-0.28718749292305673,-0.059041963243942716
135,0.2046328784492677,-0.02099566449049608
136,-0.2828461237327421,-0.05300740397342967
137,-0.27587036747798593,-0.062095264352002716
138,0.19862989800196934,-0.015585468750899339
139,0.2258017463279528,-0.021942217545337324
140,0.1922630928922184,-0.004365002016836332
141,-0.2835534931918555,-0.061354871071464104
142,0.2230128549247843,-0.013983352708899742
143,0.22119502094336077,-0.012646171983456122
144,-0.2898362168284781,-0.060951229108794434
145,-0.06640121281984225,0.39781714972212134
146,0.22532262445071222,-0.016829273588548604
147,-0.28686708151313467,-0.06442213678195666
148,0.20499540010514777,-0.010638129162913477
149,-0.2842635602699715,-0.054371683723341745
150,-0.27561921075941537,-0.06414938143977206
151,0.19567264643004198,-0.008548110622122778
152,0.22331715195273047,-0.025760321898327363
153,0.19346770255476153,6.506385321219105e-05
154,-0.28200816567364756,-0.06431002249147631
155,0.22102490142773493,-0.01525575277462386
