,Dimension 1,Dimension 2
0,0.2593292649104104,0.003507528448027426
1,-0.330026179442433,-0.03536756220367519
2,-0.07120395066899941,0.3994312167877493
3,0.31445355982106293,0.000529278628873314
4,-0.31259261164695734,-0.052270890305734896
5,0.13988694703855933,-0.06886798082347811
6,-0.25010259838674403,-0.11929177169864663
7,-0.21672058748541304,-0.06502058228937618
8,0.09989797033976047,-0.009862497020814815
9,0.3129210839471486,-0.08129249704081695
10,0.05950520869560806,0.09338246686500831
11,-0.28338309416225677,-0.04508942740832624
12,0.2780349870402538,-0.01978728193878945
13,0.24582498152125518,0.014507710384381154
14,-0.33578585955610574,-0.06129046937524487
15,-0.04988550830318736,0.4135885807163062
16,0.2999796363622634,0.0009172789327150625
17,-0.31340507892256486,-0.04440370278174683
18,0.15187567574929484,-0.042048622761247205
19,-0.25484161314221027,-0.13533151658903722
20,-0.2218857901518091,-0.04843931892530334
21,0.0967554143471477,-0.030351228265225447
22,0.3188370397406713,-0.08441799895805915
23,0.06301810439113036,0.08977761539100217
24,-0.2703266646460728,-0.04822074084666409
25,0.2698396626101872,-0.02428758692187648
26,0.21332059282391036,-0.012003343138145947
27,-0.2854244797817909,-0.05659183677669186
28,-0.07108920090784022,0.3918024314400462
29,0.2164653835391851,-0.011017718814302625
30,-0.28342104508179355,-0.05899199190121984
31,0.20960624621425422,-0.014562762433943123
32,-0.2819126942670149,-0.055714050156366234
33,-0.27959480667330544,-0.05632001966816571
34,0.20646509395057053,-0.017197681472266284
35,0.2176030408719045,-0.013701720645492287
36,0.20457368021081793,-0.019779079759355233
37,-0.2814665800574075,-0.060112552052410353
38,0.21487476915851006,-0.015809674621686656
39,0.2234097653750591,-0.007322003706753284
40,-0.2912701222927961,-0.055726565635078794
41,-0.07343838059874853,0.39801294731514947
42,0.2282721139833769,-0.02327542059982509
43,-0.289459375017517,-0.054175083607278296
44,0.20490368882450438,-0.016494898743530644
45,-0.2833419957721513,-0.06107977268291503
46,-0.2744735796762694,-0.05737536793543079
47,0.19430987854786252,-0.01919763815722885
48,0.23240181190828152,-0.013624197372996177
49,0.18879689895819818,-0.0050959452869726906
50,-0.28532127705815297,-0.06749783406670959
51,0.22521057281835266,-0.01714821952043022
52,0.2652553841887256,-0.01405222811452707
53,-0.3356211756998549,-0.03367267545942274
54,-0.0558366930660148,0.38489245162580304
55,0.3306734415875287,-0.04912179446362332
56,-0.30609395981295956,-0.015732537514033123
57,0.1575890907215515,-0.06495139331835645
58,-0.2561939594337329,-0.11640415742289965
59,-0.22365893740492832,-0.09222076582818185
60,0.07060294802921627,-0.016042493138829203
61,0.33037622791971843,0.04845576779206761
62,0.023402115698426346,0.0753350628960535
63,-0.27082775546835963,-0.04437875164976618
64,0.27033327274068325,-0.06210648540428469
65,0.21567867753606554,-0.014442357112588297
66,-0.288488290950476,-0.057712374350873646
67,-0.07419053719510948,0.3955776062514463
68,0.22190921034387887,-0.01119940296217899
69,-0.28611219161935353,-0.05533886384910972
70,0.207952181390264,-0.013064638713095955
71,-0.28104532292020745,-0.06487431792273318
72,-0.2759015380906513,-0.057998362975119795
73,0.20162924974947358,-0.01760042141341515
74,0.22167550547469253,-0.020209763278872424
75,0.20239059677629975,-0.010413764953343027
76,-0.2835157079185903,-0.05693510926613184
77,0.2180181674237139,-0.015788229453984226
78,0.2412639027977321,0.006970924693289108
79,-0.3507550110717878,-0.05338410329006379
80,-0.06537038867012164,0.42901339582537606
81,0.3062325225807927,-0.004094621706546027
82,-0.31219869647092874,-0.023990687633921492
83,0.1352762981294028,-0.047997630152514
84,-0.24721471213143803,-0.1332207594225447
85,-0.189023905900099,-0.0616333264009651
86,0.12047858244228139,-0.011006472986086301
87,0.3051190522915994,-0.07798671804949481
88,0.07745085562305123,0.07526505400780137
89,-0.28049767341970233,-0.07051263678198598
90,0.2592391737992179,-0.027422418102344286
91,0.2734862236626915,-0.004787530716897368
92,-0.31766108593123865,-0.05391400670408112
93,-0.06668646242490706,0.41589122886412244
94,0.31646002668898476,-0.03649262749166584
95,-0.31143861337164136,-0.05966207272090296
96,0.1395724224275378,-0.09346823805891447
97,-0.2537326147999233,-0.10242470826177703
98,-0.22404306664657236,-0.03321646592311952
99,0.06171805094291339,-0.037695015292937194
100,0.32765506452206644,0.022908978835752648
101,0.044611042400253445,0.07378274448127214
102,-0.26869965368786625,-0.0397624776123764
103,0.2787586662177014,-0.0511598093984753
104,0.2610287859136576,0.003578399285181244
105,-0.32953273869389144,-0.053359334960732606
106,-0.04548557396572876,0.4115276941468441
107,0.31055360116594327,-0.008921846832915874
108,-0.293906632748768,-0.048679953344161635
109,0.163136826473554,-0.026339196167600533
110,-0.25785688122032824,-0.12580497053558637
111,-0.2411011188297272,-0.0727805329829915
112,0.0952200716613442,0.005059971749171847
113,0.29647676761242076,-0.09265065023123634
114,0.041086717618155716,0.08498084774919143
115,-0.2678558534875573,-0.05461167921643089
116,0.26823602850092554,-0.021998748658732775
117,0.2558691807780412,-0.028780644328694385
118,-0.3447791056852368,-0.021504412521154526
119,-0.08926575976993399,0.4222959649163226
120,0.297745135196922,0.020904790416527323
121,-0.2994061999149855,-0.04786621245745631
122,0.1288349765530768,-0.07611719678179461
123,-0.2551494249719428,-0.13089093447863173
124,-0.19696935488448153,-0.056133685554455706
125,0.10471690967072242,0.0003417142616248951
126,0.297092338766435,-0.0911265969142953
127,0.07429015895172689,0.07962198057786968
128,-0.26110008031685866,-0.05975049189016694
129,0.288121225626515,-0.010994275245694964
130,0.21662581038238904,-0.012021483816308534
131,-0.2874067119007436,-0.058857848266191615
132,-0.07111937920005933,0.396781709719841
133,0.22147246576481555,-0.014781247631116958
134,-0.2834250915046718,-0.059789142137346554
135,0.20695546344042917,-0.02299831700168163
136,-0.2839687669612602,-0.05299288186657657
137,-0.2773396754667417,-0.06268803225734731
138,0.20185467822687608,-0.018663417233057568
139,0.2209035396701546,-0.009619893415379593
140,0.19935018675222343,-0.00961296083000227
141,-0.2819130586887053,-0.058354470660353916
142,0.2180105394852941,-0.016402014604478397
143,0.2512205765610365,-0.008836278647497009
144,-0.342277901581111,-0.03902052570108564
145,-0.056604432997817096,0.4337396810544938
146,0.2939644256341414,0.027422757197378373
147,-0.3071364840064704,-0.06223853985645714
148,0.15516804393083863,-0.05910237526463216
149,-0.24870830755866893,-0.1150428157645148
150,-0.21297650824877593,-0.06676635769958396
151,0.09570738771512263,-0.015650205595442602
152,0.3068646566946954,-0.07811940480053477
153,0.062199751447989775,0.07720326011189597
154,-0.2644623381838589,-0.0555043021017985
155,0.2670411305928776,-0.0380848929322215
