# TYPE: SCORES
i,Dimension 1,Dimension 2
160,0.1576263996304947,0.2224646228937445
161,-0.0047619095391137,-1.1762041565336865
162,-0.8270709268786236,-0.0887262713153592
163,0.034462243961635,-0.993846360545524
164,0.8530561675181133,-0.8625688943276514
165,0.156031008981447,0.2834082254846015
166,-0.0798536381817925,-0.4966598375074808
167,1.1116032982068549,-0.271128411889234
168,1.0686685970026863,-0.1070308823761877
169,0.9847232410080464,-0.6335500154373699
170,1.403229654016032,-0.2196157038289197
171,-0.152409733927904,-1.0656534449750803
172,-0.2145247117957324,1.2756477482234236
173,-1.063485025273545,-1.336370891403817
174,-1.2980304057830907,-0.0595972689589337
175,1.7591278752706654,-0.3743200989909674
176,-0.7973864326343814,-0.0740332839960331
177,-0.0137932443204888,-0.4213876696219668
178,-0.3020975405782036,0.5751389538404303
179,-0.0245506772355744,-0.2319212927774562
180,-0.8876250454963165,-0.1728258759184394
181,-0.5542412775960851,-0.6883471758864305
182,1.0361759709124114,-0.7478205936123359
183,0.5806938215607469,0.470847166266128
184,1.4827559950169624,-0.7662193564841685
185,-1.9738831024839485,-0.927885257302065
186,0.0660271725892483,0.6885164852694763
187,-0.1543617630949437,-1.0644801990159454
188,1.402122294028998,-0.2129414970669073
189,-1.1873686764233315,1.0644193928931418
190,-0.002758888414455,-0.4612083333135414
191,0.4590635314414616,1.3834227056606705
192,-0.727278998385802,0.7098315475586413
193,-0.6383608141118333,-0.6577764523392521
194,1.7811538146710726,-0.2976840244206589
195,-1.8070074521339636,0.4596705045853894
196,0.2205694362199807,-0.3915053363771424
197,1.53133906085378,-0.5736297148813607
198,-0.5437526960543446,0.1526313937579218
199,0.4094768329860414,-0.7956049832107646
200,0.2898275384799857,-0.6995188064498915
201,-0.3737214880736297,1.5823648351233288
202,1.220690976076392,-0.5870003057230415
203,0.6443376794093114,0.2132944554676206
204,-0.1445486577315006,1.935218089457894
205,0.2067434198814196,-1.2288401984506157
206,-1.6249919380089852,-0.3920056069353275
207,0.7603150750722476,0.3846343425194048
208,-0.8452831709817356,1.0562236390902444
209,0.4019591749161057,0.8606427828472859
210,-0.9559795446874644,1.097105447464788
211,-0.5140320108171542,-0.0988587884477232
212,-0.7403828920559564,1.4356651018555509
213,0.6577635796378744,0.5991241168193078
214,-1.1265406844700316,-0.5645172913899635
215,-0.172973638147328,2.2378070076563663
216,-1.2979161817089793,0.025053052968384
217,0.4041802596041904,-0.3384246694802258
218,1.8260732680305487,-0.390837720042291
219,0.0657120649308039,1.84581527823836
220,0.1156376593070793,1.345890600938837
221,-1.4148283667793882,-0.3174964060764899
222,2.061206259871685,-0.4441704116766209
223,-1.037435190820441,1.3403429244359144
224,0.2094999004914519,-0.2233146219078086
225,-1.8147323216540612,-0.5453851152809605
226,0.4866866231270008,-0.9035261584070255
227,-1.6590904158179935,-2.583545102650485
228,-1.1599361908857322,-1.1487088801926444
229,-0.5632939213447551,-1.6825443019755806
230,-0.3954239759136141,-0.2954326618944938
231,2.1283248419765006,0.9019625324044396
232,-0.9670291874534788,-0.7472406327375867
233,0.8025267595893445,-0.509596053609685
234,1.332524361204957,0.033135608220674
235,-1.1427229936143064,0.848330458775687
236,1.5480718634285144,-0.6760516735339558
237,0.0762854230092778,0.9566730957631432
238,-0.1655584597601316,0.9810471923470976
239,0.3560603307650238,-0.5777142121999921
240,0.4281709294372609,0.5353653415059416
241,-1.2754825893933768,-0.4772055772292497
242,0.0897502214368965,-0.5798550302466378
243,-0.7286202625046273,0.2677184414827714
244,-0.7480410660919632,-0.5082718114757112
245,1.836717078512588,-0.3408101677211211
246,-0.8476140823724332,0.9256114089446148
247,0.837355564023305,-0.20389689238214
248,-0.1195357761428635,2.1270301527703084
249,0.0608083645342561,0.0222410672792282
250,-1.3556447993381169,1.487551739194128
251,0.6188441235908919,-1.5112046371750252
252,0.8621918758565172,-0.420750684867777
253,-0.9800068396770644,1.0843387759243002
254,-0.5930659606410479,1.1888119134980306
255,0.0789306879450821,-1.5564515895390876
256,-0.987758727860198,1.0989853456462997
257,-0.443373160386195,-0.5442831926263736
258,0.3312842894355079,-1.2152608874005253
259,-0.8675487503164252,0.6872116021140287
260,-0.7669893762517668,-0.119799936943631
261,1.3224332542328074,0.2674025987275011
262,0.9145278529001128,0.0871920415926438
263,1.0909460557878683,-1.280807191705308
264,0.0238446838095566,0.3600380774399734
265,0.8101517655915242,-0.8648988508948355
266,-0.4117330944340733,0.5515064536943973
267,1.516024540361922,-0.0372498381780905
268,-0.4546014054774198,1.170970452177016
269,-1.328350116582782,-0.6019584768305659
270,1.1230456691722994,0.0402536076786443
271,-0.5520838714363396,0.2247515099191299
272,0.7708573333018204,-0.2309592478876168
273,-0.8987482115769225,0.7309513591964519
274,-0.2198306811840362,-0.2445772003025048
275,0.4626060554282469,1.364554218643262
276,-0.2248346318126447,-1.7010042763920978
277,-0.7434318367903638,-1.7969580880326774
278,-1.6039505813406798,-0.7057471934523758
279,0.3088568618356617,-0.1020377039533816
280,0.6818260794186098,0.4818119117743671
281,-0.2502568340805521,1.050575127101323
282,0.2141292015371878,0.6473081178749069
283,0.5651586973863915,-0.4233117013821736
284,1.7420057663199022,-0.6875219471929133
285,1.8831655795272384,-0.7399841344082568
286,0.9939954263479364,-0.7477363777908319
287,-0.5851719420968108,-0.7791871515884095
288,-0.2982021496444485,1.3605677903816498
289,2.1601064470638582,0.2939119471949253
290,-1.0813375832815,-0.4188488252540915
291,-1.389375590575401,0.9319672055791102
292,-1.469098499872409,0.1917498249696322
293,0.7056164123793051,-0.9748820501359242
294,-0.0169592317632719,0.6349696459060372
295,-0.7089771537733136,1.1934600336845993
296,1.6208256717839038,-0.4537781149185263
297,-1.007336410473422,0.0055000864502918
298,-1.4430501900389172,1.0857540792830291
299,-0.2452432247489376,-0.6437980088721096
300,-0.6600195050475248,1.4165048843977184
301,-0.7681296986025916,1.22457331877237
302,0.5423818893065727,-0.0259592737478705
303,-1.6234318262937164,-1.2859830404867618
304,0.5846343247689545,-1.348228436602504
305,-1.6030829292691555,-0.7179325416528259
306,0.7790999545241655,-0.4448617339655203
307,-0.3426035431890605,-0.3244414190097064
308,1.7142758032928325,-0.3564575569898313
309,-0.0187259002076219,-0.2482227727346777
310,0.7802873869210118,0.0491670334098606
311,0.1981474773802451,-0.5888781841339491
312,-0.4959739073144018,0.1016260046180828
313,-0.8512241118386892,1.6178002970276932
314,-0.9016918175692218,0.1826253634826341
315,-1.6664982378967474,0.0590906047951122
316,0.4327580299785135,-0.281000489907347
317,0.2395719899398668,-0.7974778085630684
318,0.3846762636414015,-0.0045382239111534
319,-1.0404754166320482,-0.0635668182414422
320,0.9327078181778004,-0.198995252376285
321,-0.415072687593624,0.4463869101557243
322,-0.068981402705254,1.5161035075253424
323,-0.5030850460300411,-0.7262670025167586
324,0.7616452775310792,-0.8829789400297209
325,0.4957975227003472,-0.7553761934661164
326,0.6575281394527728,1.5719660797990604
327,-0.7221037417006106,-0.82041392106935
328,-1.4187493212177158,1.7060792441601669
329,1.925014134281586,-0.8795482711854179
330,1.7006226012816934,0.0895203760528169
331,-1.55279467729862,-0.2873258515891762
332,-0.2686863162778674,-1.003215403647309
333,0.1962466091712914,-0.2785264404560164
334,-0.8187153351850992,0.1361330196149829
335,-1.0442290970149946,0.6669028402760787
336,-0.3234468100300223,-0.810808180212751
337,2.120026915027488,0.0367732846962826
338,-0.866870831883234,0.0915478538357933
339,0.2260508995584161,-1.5295913939588686
340,0.2369884443648109,-1.4539913001182792
341,-0.7761504276856022,0.2806707011141514
342,-1.1512571445810649,0.8288220413607165
343,0.6017481497354663,1.2536648795437462
344,-0.685377443692994,-1.5010807856090242
345,-0.0551894493602855,1.060973575436858
346,-1.2169528453682812,0.6689015095588801
347,-0.1205251132113249,0.1193178701072516
348,-0.2104415842969586,0.0890263890866195
349,-1.1338007271934405,-1.6515275105000395
350,-0.2872260729751518,0.0444370694979742
351,-0.4405395103841694,0.5105940844479401
352,-0.2406099563992702,0.8555117030559667
353,-0.4300927821230554,0.0378122774680063
354,-1.1014805875623537,1.3470296306341552
355,-0.1606526418289195,-1.35390102101317
356,-0.4975789020799798,0.9287866539079812
357,-1.5652842097869202,0.2726531292660477
358,1.860598755617804,-0.6805905380054493
359,-0.1517464853839158,0.5261402551062332
360,0.7239621390060694,-0.066051038090596
361,-0.0092836590004213,0.3293851906066695
362,0.035965445072035,0.4320966683145285
363,1.9895193864234653,-0.5945163996221571
364,-0.4667215559949538,0.5821520920137128
365,-0.3813581268217869,0.1950115361270076
366,-0.0587590207205105,1.194604732185384
367,-0.5471018575100569,-0.21603183012399
368,-0.4302847136196538,0.92390636421458
369,0.7191286322741683,-0.9403821191335175
370,0.1014317516780865,-1.0476271511162911
371,-0.8556100457728909,-0.7172088150689583
372,0.074098409582139,-1.5319629272301385
373,-0.18511675699635,-1.1045119890455866
374,-0.2488551307780108,0.1503529026068819
375,-0.676968822275127,-0.5172494582767108
376,-0.6908914127073476,0.3163593294190379
377,-0.0096509149057292,0.709478708333795
378,1.6446098318266524,-0.0253264720600946
379,-0.6178854318016725,0.7934039610985413
380,-0.1907305148745315,-1.204769678542905
381,-0.2356969912991193,-1.2118506989810771
382,1.5250726912223722,-0.0220397772027689
383,-1.0438791173481032,0.111313564590128
384,-1.0083600299360254,1.336357731669305
385,-1.5652989544756877,-0.2326562233804606
386,2.180933264738432,-0.2420019885422998
387,-0.5263199031615693,-1.6776753087415854
388,0.6553249765032441,1.7680558466297185
389,0.3223057660726913,-1.4257645150970435
390,-1.6922025819863318,-0.9030270221128498
391,-0.6797719299450296,0.4642592404118889
392,1.1122789829378217,-0.7843107978549358
393,-0.993363365740092,-0.5671249271449456
394,0.8047166857815743,-0.4239584057592312
395,-1.138962895299377,0.6986243425004475
396,0.1034534796687438,0.2421663208860548
397,-0.3594005912897494,1.7311249319321964
398,1.6017046507774513,0.3243159664561589
399,-0.030132612640941,0.609572946207892
400,1.9680581479771948,-0.1976575540101424
401,0.0245126059357639,1.9143371128366555
402,0.3560373968087568,-1.2737314033629514
403,0.7891210383349572,1.3615334655543785
404,-0.5069564249550569,-1.1524156712852718
405,-0.5370465151012475,1.490363409897897
406,-0.2617755896454543,0.2056950387432326
407,0.1748473275575365,2.0385145480038247
408,1.278213407489567,-0.0483126827926341
409,0.5363053660266108,-1.143302040777349
410,-0.3921438123557029,2.1796895493761794
411,-1.3861553268562237,0.7480680627939811
412,2.0688005552875066,-0.348491531893223
413,0.2300321096192168,-1.1164629326263598
414,-1.5496059277672145,0.956993986649408
415,0.3816598320327687,-0.7353422877825786
416,0.3973910470502288,-0.6390550885853759
417,2.107995024964992,0.001866451555365
418,-0.9809582024069904,-0.9331464163998504
419,-0.568230379984362,0.0109796945014691
420,-0.5247119076766626,-0.5467718970168168
421,-0.7262225522557106,-0.8802382776097152
422,2.031859544400673,-0.4970192431505424
423,1.4166776581360008,-0.3050323344209811
424,0.7375249632619892,-0.5053540563093825
425,0.5383194066511798,-0.7477474161337295
426,1.1880519850974676,-0.1372564122135688
427,-1.3204056763392602,1.407434430828957
428,-1.2267319377237849,0.0659248129822206
429,0.7564710919343532,0.0402464949931977
430,-0.8879820537662128,-1.6689808601016818
431,-0.5137770864619866,1.417316936769195
432,-0.7706372247159144,0.1743433420669306
433,-0.5318878014085723,-0.3173501448075402
434,-0.5800727117599299,1.897897284201534
435,0.9575213874158448,-0.345409895458277
436,1.034560957737067,-0.6683952055866095
437,-1.0827607765437428,-0.2279820964254157
438,0.5538051041026986,-0.5071996071573046
439,-1.4579528861684794,-1.8828544207143143
440,-0.9653010053205286,0.1715288439720954
441,-0.5663706612820268,-0.6111017534452714
442,-0.8860035531971842,0.8310539413441342
443,1.150434493015178,2.1405133596381245
444,-0.9328170464281516,-1.4577532297260354
445,1.3545076802654097,-0.4096140000937157
446,-0.6940307070278009,-0.4008719716646785
447,1.4306923585082252,-0.1264009287226523
448,-1.155252921079223,-0.4589179871602326
449,-0.2950845423383674,0.052030904581363
450,-1.0899228534976395,0.8735137368717022
451,0.5284154093165694,0.2228966826898665
452,-0.9964359455906492,0.6796131303391928
453,-1.931245091260332,-0.9037601967650848
454,-0.5429583862473031,1.275729530685479
455,1.7791558124811704,0.0257291810957554
456,1.44361302224807,-0.0959950851658685
457,0.3108564597196945,-0.934065308753274
458,1.6127859126265318,-0.5077707353420435
459,0.0078672537640141,0.6623857891595033
460,0.0136491023561665,-0.0703041859299537
461,-0.87657313975873,0.2702867705451667
462,1.2236256747929668,-0.2028138884347436
463,-0.3583055586824059,-0.3654920308510243
464,-1.1619094741077016,-0.3259777698583719
465,-1.7095841386389543,-1.553163361310636
466,0.4618322560293702,-0.1295215811412647
467,-0.184777867320498,-0.4726332842979188
468,-1.230460338497778,1.0170884177112085
469,-1.0492504508698686,-1.119977616009112
470,0.1618253502068139,-0.963311803261654
471,-0.554733680077784,-0.5462649983499565
472,-1.3558188210129207,0.7924606118697362
473,1.3292224349405724,-0.290671966984514
474,0.4901299291541956,-0.7376046147788964
475,-0.1191324100571027,-0.940409077672023
476,0.6243293021534962,0.1402007570648465
477,0.5450782161825142,0.0100351873138486
478,-0.6958461388151241,1.4690254610843585
479,-1.0169245504869404,0.1500687375793044
480,-1.94182194269932,-1.2319878806295084
481,1.8747182530593487,-0.3249915013224332
482,-1.1295245015682207,0.3945394755097727
483,0.2243284487094832,0.7981006504612801
484,-0.891011688256583,1.3349408715148794
485,1.1686060206916722,-0.2903122548141661
486,0.6891636903031346,-0.7331120260329943
487,0.3094716404262227,-1.2021060815659894
488,-0.6513873266200335,-0.0322894867599677
489,-1.4702719399229136,0.8131089083832725
490,-0.625385875528344,0.0442493928868023
491,-1.3567341312440753,1.0335105469939143
492,1.0330465698122655,-0.2736679584440856
493,0.3925436499240948,-0.6786694588583252
494,-1.0518607202988242,-0.622730024219775
495,-0.2328650539886015,0.2775277563845011
496,1.480845812048571,0.2766836266345606
497,1.5728188986088405,-0.5019317262080109
498,-0.1810692389725204,0.4316447246778779
499,0.549149220261942,-0.8729434545926114
500,-1.3088272776053853,-0.2014218528665471
501,1.2317448759864449,-0.6663554173168335
502,-0.1328718591392191,0.3677081081470079
503,0.2181043637223294,-0.5451897365737911
504,-0.2484141786250307,-0.9031790624338334
505,0.629574298007358,-0.6594984314328094
506,-0.575099199454416,0.9170742747590624
507,0.1309296283934561,0.6988886777396303
508,-0.1387635135757264,-0.864297706380365
509,1.5910235505057393,-0.7842073727912533
510,-0.2399856183281203,1.3511574239548507
511,0.1321503173661136,0.4149422992382967
512,1.3376545162102604,0.1383632940254771
513,-0.7568298198374895,0.8939647127342727
514,-1.0666919991746755,0.4254411975590836
515,-1.062904565185663,1.0396123252285323
516,0.0939964550233341,-1.3187406017454923
517,0.9982018638815862,-0.9406215362294528
518,0.8780378656967767,0.2718723165287728
519,-0.8754446489557788,0.0875402160005039
520,-0.8369832978382331,1.7410336888975475
521,-0.762755842235121,0.5816206398870201
522,0.0303374672331664,-0.1053646792341527
523,1.1323501807036136,-0.656129756938166
524,-0.829538558831957,1.411961510205956
525,-0.0842606538223768,1.2191943026298788
526,-1.108451282686835,1.216268102428272
527,0.3960570622233698,-0.9961611503217792
528,-0.3581304308840984,-0.5830792313375885
529,0.4327756603107789,-1.4203546466870034
530,-0.216591674616157,-1.0149511569265692
531,-0.8449235071825761,-0.1239203802083267
532,-0.3105072945383695,-0.7573208149104084
533,-1.1424721193992498,1.941001888729713
534,-0.6449046233485475,0.9760407078018118
535,0.1666396615070505,0.9785882132014682
536,1.372549999149284,-0.6220657625716357
537,-0.4353284129237805,0.3240422726489038
538,-0.935721037564808,0.7301326015088377
539,-1.2939938327117455,-0.3464831385548196
540,0.2864024624883857,0.7725562668891411
541,-1.058171754554812,1.194813201548691
542,-0.5617095901884396,1.1753260283124365
543,-0.5787845581838736,-0.3802945996536833
544,1.107711993225097,0.8610957088596428
545,-0.743273725220657,1.5391912585579246
546,0.3587214984694371,-0.696041589912071
547,-0.2049692160667234,0.2000527851212131
548,-0.8379974197250076,1.0058863810729728
549,0.0913644960219054,0.1208227544936669
550,1.838336816578348,0.4497621460948522
551,-0.4366878492371605,0.2941529590313881
552,0.8755438191903435,-0.5259159605807527
553,-0.0865710105278631,-0.4650597668299804
554,1.99267745247218,3.750633123800261
555,0.0069407254086015,1.0595530020208332
556,-1.8718429369687704,-0.7832488594173586
557,-1.3590557019689835,1.362514959743447
558,-0.9544389831052528,1.0348360497889009
559,-0.9913505965722388,1.0940718018437612
560,1.70587676269378,0.1797411757433806
561,0.1945388424977644,-0.2611386700013388
562,-0.4990387624805912,-1.7711548023540846
563,0.3004469470301408,0.1739399265705638
564,-1.1588001113432995,-2.545745254571333
565,1.6547036513973516,-0.4202548234450163
566,-0.6687578743548883,-0.1275251291115205
567,-0.2099151324921981,0.0643546293749365
568,-0.452637868032912,1.1550104815565918
569,-0.890569044247487,-0.1180126250502309
570,-0.2355350444620185,-0.4126016098009881
571,-1.021185861094651,0.8094829194648245
572,0.7603713912263185,1.958379216801884
573,-0.2159880903869804,0.7454062364660853
574,0.4578865266228569,-0.201848455430067
575,-0.7787531125505809,1.7453111626419977
576,0.0903518364095771,-1.0415167280077404
577,0.8901027144234747,-0.3697490145701878
578,-1.5350790281261844,-1.1941901765683285
579,-0.4848106768219099,0.7566729670533437
580,0.2869507033762287,-0.5606342919428794
581,-0.9524679816363169,0.8195517838380768
582,-0.1023095127843158,-0.6796212018746886
583,-0.153190097212152,-0.5107956375251567
584,1.8144678229772957,0.0649837865911121
585,0.7736413056741217,0.2331761681077441
586,-0.1185546025873128,2.2959891049622243
587,0.1166665455908689,-1.480756159568959
588,0.0390169403194214,-0.0689089798583719
589,0.7666088922511799,-0.7576206509198405
590,-0.1558911048918805,0.4643986841251665
591,1.3835011797146273,-1.1851964535096644
592,0.3353365258886393,-0.3244992963125345
593,-1.0559095982770543,-1.587904349818645
594,1.089898430827642,0.4130034139178727
595,1.5353931643209793,-0.6234177146793305
596,-0.0420378103499768,1.314594621987364
597,0.2585240097308422,0.4760553739100543
598,0.8585556773428441,0.4895874123891956
599,0.283348486936053,-0.7626442393037892
600,-0.5306546422489191,-0.5088580674264187
601,-0.3723475480598978,-1.6032697437009802
602,-0.686707823852125,1.2650338091613418
603,-0.1916061827627738,1.1605042211620205
604,-0.1641729454945985,1.2031478843433878
605,0.2295693377000397,-1.282543787851664
606,0.6065909524511548,0.2823928947249277
607,0.5313357416223917,-1.4530376534332343
608,1.44496884622745,-1.0239240979517104
609,1.871858015722332,-0.257305034420854
610,-1.087344746613686,1.296834523116903
611,0.961490783702094,1.089785588831975
612,0.9631140086076936,-0.1526115579685477
613,1.1434242498916278,-0.2907568473601909
614,1.810543462159259,-0.780034397445386
615,0.1466677457503342,-0.2527590693586146
616,1.0023870386927631,-0.9005699246410578
617,1.014025867317901,1.0894206031282128
618,-0.3076384596281322,-0.1016928348818199
619,-0.0051147858245198,0.5217276277025509
620,-0.5254810934234652,-1.07574086880284
621,0.3522399640554302,0.6930769589694622
622,-0.6410233421577233,-0.6349319441263298
623,0.6994825475429681,-0.1471445746964381
624,0.0875946693790245,0.7785134304716647
625,1.5026140072237886,0.1906432163498239
626,-0.3455567640633183,0.8610307447951954
627,0.0501899773297011,-0.2451969069932391
628,-0.6979352215359882,0.6473266820019948
629,-0.8023000840381554,-0.6286279423054261
630,-1.2002335249388367,1.2943247383259595
631,-1.656329644745652,0.8688428766562911
632,0.316600186288493,1.1170339710555288
633,-0.8718421136018545,1.0609075666738714
634,-0.9517635900224606,0.8032374645963813
635,1.8606522252355544,-0.1963108163576669
636,0.0042740242983825,-1.1591902421427691
637,0.867035319774735,-0.3112478020304715
638,0.4269245406727232,-0.2079222326050476
639,-0.8112182923343931,0.9157531249998662
640,-0.8096179312511859,0.2112816597403298
641,-0.1948437011877511,-0.0592824349296959
642,0.8131136195872876,0.0236600266100059
643,0.1833849845035509,-0.5564610270027212
644,2.1735517271295457,0.4588446273412482
645,-0.4571186891339679,-0.3711488499049131
646,-0.5485842150750612,-0.4341471580486807
647,-0.5094931193542125,1.5925539733586211
648,-1.7490022109421968,-0.065150430927757
649,0.3245762059860259,1.4452250454315134
650,0.98433052596344,-0.7960839292311415
651,-0.684052844678884,-0.0740279537217837
652,-0.5572869338226354,2.06144830596416
653,0.3504517426687983,0.3837661539388589
654,-0.0577860869999246,-0.8349452330736626
655,-0.2837987518559957,-0.4413963915607463
656,0.0568249579954047,-1.1890076906935327
657,0.112478862292731,-1.0634335746957155
658,0.1465500231372655,-0.4743118350768086
659,-1.0152369261250898,-0.5905714297369722
660,-0.2929243023433491,0.8436768738687251
661,0.2306447360826442,1.846389486082476
662,0.2475914164643674,0.0883899962042568
663,0.922115062888384,-0.137924910066
664,2.082753990796052,-0.2392137047805789
665,-0.8293117243096092,-0.8545418561259326
666,-1.2348083281513795,-0.9439465322884092
667,0.1996691023106824,1.976159222260664
668,1.2318971114632338,0.0972201986117123
669,0.2754536333152986,0.4640001061317392
670,-0.1238925908640972,0.4063871684113282
671,-1.2043518189980174,0.7161154434124268
672,0.0087492175667044,0.2692224656419679
